linha,codigo_linha,circular,sentido,letreiro_ida,letreiro_volta,id_veiculo,acessivel,latitude,longitude,data_hora
9500,33229,false,2,TERM. CACHOEIRINHA,PÇA. DO CORREIO,11519,true,-23.523054875,-46.654304124999996,2019-04-22T21:47:36.000Z
9500,33229,false,2,TERM. CACHOEIRINHA,PÇA. DO CORREIO,11021,true,-23.474266999999998,-46.6694825,2019-04-22T21:47:52.000Z
9500,461,false,1,PÇA. DO CORREIO,TERM. CACHOEIRINHA,11511,true,-23.5276775,-46.64823175,2019-04-22T21:47:45.000Z
9500,461,false,1,PÇA. DO CORREIO,TERM. CACHOEIRINHA,11513,true,-23.512221,-46.666377499999996,2019-04-22T21:47:37.000Z
9500,461,false,1,PÇA. DO CORREIO,TERM. CACHOEIRINHA,11512,true,-23.4960035,-46.677239,2019-04-22T21:47:17.000Z
9500,461,false,1,PÇA. DO CORREIO,TERM. CACHOEIRINHA,11491,true,-23.5429035,-46.636326499999996,2019-04-22T21:47:49.000Z
9500,461,false,1,PÇA. DO CORREIO,TERM. CACHOEIRINHA,11502,true,-23.4742575,-46.668534125,2019-04-22T21:47:29.000Z
9500,461,false,1,PÇA. DO CORREIO,TERM. CACHOEIRINHA,11389,true,-23.531315000000003,-46.64625,2019-04-22T21:47:36.000Z
8544,33198,false,2,CID. D'ABRIL 3ª GLEBA,PÇA. DO CORREIO,11390,true,-23.4443195,-46.744384,2019-04-22T21:51:42.000Z
8544,33198,false,2,CID. D'ABRIL 3ª GLEBA,PÇA. DO CORREIO,11207,false,-23.4342775,-46.751087,2019-04-22T21:51:42.000Z
8544,33198,false,2,CID. D'ABRIL 3ª GLEBA,PÇA. DO CORREIO,11392,true,-23.5151395,-46.6895795,2019-04-22T21:51:57.000Z
8544,33198,false,2,CID. D'ABRIL 3ª GLEBA,PÇA. DO CORREIO,11391,true,-23.466873999999997,-46.7242145,2019-04-22T21:52:00.000Z
8544,430,false,1,PÇA. DO CORREIO,CID. D'ABRIL 3ª GLEBA,11150,false,-23.49037075,-46.71034725,2019-04-22T21:51:53.000Z
8544,430,false,1,PÇA. DO CORREIO,CID. D'ABRIL 3ª GLEBA,11330,true,-23.530957,-46.646524,2019-04-22T21:51:27.000Z
9500,33229,false,2,TERM. CACHOEIRINHA,PÇA. DO CORREIO,11398,true,-23.474438499999998,-46.669928999999996,2019-04-22T21:51:46.000Z
9500,33229,false,2,TERM. CACHOEIRINHA,PÇA. DO CORREIO,11968,true,-23.474427,-46.669637,2019-04-22T21:51:53.000Z
9500,33229,false,2,TERM. CACHOEIRINHA,PÇA. DO CORREIO,11510,true,-23.475714500000002,-46.671298,2019-04-22T21:51:51.000Z
9500,33229,false,2,TERM. CACHOEIRINHA,PÇA. DO CORREIO,11385,true,-23.541061499999998,-46.638730625,2019-04-22T21:52:00.000Z
9500,33229,false,2,TERM. CACHOEIRINHA,PÇA. DO CORREIO,11500,true,-23.474438499999998,-46.669928999999996,2019-04-22T21:51:52.000Z
9500,33229,false,2,TERM. CACHOEIRINHA,PÇA. DO CORREIO,11321,true,-23.494960499999998,-46.6775085,2019-04-22T21:51:07.000Z
9500,33229,false,2,TERM. CACHOEIRINHA,PÇA. DO CORREIO,11518,true,-23.49907,-46.675164,2019-04-22T21:51:35.000Z
9500,33229,false,2,TERM. CACHOEIRINHA,PÇA. DO CORREIO,11515,true,-23.529645,-46.647382750000006,2019-04-22T21:51:21.000Z
9500,33229,false,2,TERM. CACHOEIRINHA,PÇA. DO CORREIO,11517,true,-23.50628275,-46.666710875,2019-04-22T21:51:29.000Z
9500,33229,false,2,TERM. CACHOEIRINHA,PÇA. DO CORREIO,11519,true,-23.5218255,-46.6642485,2019-04-22T21:52:00.000Z
9500,33229,false,2,TERM. CACHOEIRINHA,PÇA. DO CORREIO,11021,true,-23.4742495,-46.669781,2019-04-22T21:51:43.000Z
9500,461,false,1,PÇA. DO CORREIO,TERM. CACHOEIRINHA,11511,true,-23.536697875,-46.642337999999995,2019-04-22T21:51:47.000Z
9500,461,false,1,PÇA. DO CORREIO,TERM. CACHOEIRINHA,11513,true,-23.52212025,-46.6632365,2019-04-22T21:51:58.000Z
9500,461,false,1,PÇA. DO CORREIO,TERM. CACHOEIRINHA,11512,true,-23.5031945,-46.672374000000005,2019-04-22T21:51:47.000Z
9500,461,false,1,PÇA. DO CORREIO,TERM. CACHOEIRINHA,11491,true,-23.5429035,-46.636326499999996,2019-04-22T21:51:34.000Z
9500,461,false,1,PÇA. DO CORREIO,TERM. CACHOEIRINHA,11502,true,-23.482777750000004,-46.673474999999996,2019-04-22T21:51:59.000Z
9500,461,false,1,PÇA. DO CORREIO,TERM. CACHOEIRINHA,11389,true,-23.541094,-46.6391145,2019-04-22T21:52:01.000Z
8544,33198,false,2,CID. D'ABRIL 3ª GLEBA,PÇA. DO CORREIO,11390,true,-23.439752499999997,-46.747321,2019-04-22T21:55:36.000Z
8544,33198,false,2,CID. D'ABRIL 3ª GLEBA,PÇA. DO CORREIO,11207,false,-23.4342775,-46.751087,2019-04-22T21:55:27.000Z
8544,33198,false,2,CID. D'ABRIL 3ª GLEBA,PÇA. DO CORREIO,11392,true,-23.5152575,-46.695456,2019-04-22T21:55:43.000Z
8544,33198,false,2,CID. D'ABRIL 3ª GLEBA,PÇA. DO CORREIO,11391,true,-23.462499,-46.7210775,2019-04-22T21:53:36.000Z
8544,430,false,1,PÇA. DO CORREIO,CID. D'ABRIL 3ª GLEBA,11150,false,-23.4942135,-46.709255999999996,2019-04-22T21:52:38.000Z
8544,430,false,1,PÇA. DO CORREIO,CID. D'ABRIL 3ª GLEBA,11330,true,-23.5391015,-46.640677875,2019-04-22T21:55:41.000Z
9500,33229,false,2,TERM. CACHOEIRINHA,PÇA. DO CORREIO,11398,true,-23.474438499999998,-46.669928999999996,2019-04-22T21:55:31.000Z
9500,33229,false,2,TERM. CACHOEIRINHA,PÇA. DO CORREIO,11968,true,-23.53975325,-46.636742749999996,2019-04-22T21:55:54.000Z
9500,33229,false,2,TERM. CACHOEIRINHA,PÇA. DO CORREIO,11385,true,-23.533041125,-46.644789875,2019-04-22T21:55:36.000Z
9500,33229,false,2,TERM. CACHOEIRINHA,PÇA. DO CORREIO,11500,true,-23.474438499999998,-46.669928999999996,2019-04-22T21:55:36.000Z
9500,33229,false,2,TERM. CACHOEIRINHA,PÇA. DO CORREIO,11321,true,-23.484637,-46.674414,2019-04-22T21:55:37.000Z
9500,33229,false,2,TERM. CACHOEIRINHA,PÇA. DO CORREIO,11518,true,-23.496887,-46.676259,2019-04-22T21:53:50.000Z
9500,33229,false,2,TERM. CACHOEIRINHA,PÇA. DO CORREIO,11515,true,-23.5225335,-46.659642,2019-04-22T21:55:56.000Z
9500,33229,false,2,TERM. CACHOEIRINHA,PÇA. DO CORREIO,11517,true,-23.505480499999997,-46.672182,2019-04-22T21:55:59.000Z
9500,33229,false,2,TERM. CACHOEIRINHA,PÇA. DO CORREIO,11519,true,-23.5130595,-46.666396,2019-04-22T21:55:46.000Z
9500,461,false,1,PÇA. DO CORREIO,TERM. CACHOEIRINHA,11511,true,-23.541466,-46.638808499999996,2019-04-22T21:55:58.000Z
9500,461,false,1,PÇA. DO CORREIO,TERM. CACHOEIRINHA,11513,true,-23.52296525,-46.657776375,2019-04-22T21:55:57.000Z
9500,461,false,1,PÇA. DO CORREIO,TERM. CACHOEIRINHA,11512,true,-23.50945,-46.665907000000004,2019-04-22T21:55:48.000Z
9500,461,false,1,PÇA. DO CORREIO,TERM. CACHOEIRINHA,11510,true,-23.47504575,-46.668532125,2019-04-22T21:54:59.000Z
9500,461,false,1,PÇA. DO CORREIO,TERM. CACHOEIRINHA,11491,true,-23.5429035,-46.636326499999996,2019-04-22T21:55:18.000Z
9500,461,false,1,PÇA. DO CORREIO,TERM. CACHOEIRINHA,11502,true,-23.49164525,-46.676519,2019-04-22T21:55:43.000Z
9500,461,false,1,PÇA. DO CORREIO,TERM. CACHOEIRINHA,11389,true,-23.5429035,-46.636326499999996,2019-04-22T21:55:50.000Z
9500,461,false,1,PÇA. DO CORREIO,TERM. CACHOEIRINHA,11021,true,-23.474427,-46.669637,2019-04-22T21:55:21.000Z
8544,33198,false,2,CID. D'ABRIL 3ª GLEBA,PÇA. DO CORREIO,11390,true,-23.439974499999998,-46.747197,2019-04-22T21:55:29.000Z
8544,33198,false,2,CID. D'ABRIL 3ª GLEBA,PÇA. DO CORREIO,11207,false,-23.434177499999997,-46.7511455,2019-04-22T21:59:57.000Z
8544,33198,false,2,CID. D'ABRIL 3ª GLEBA,PÇA. DO CORREIO,11392,true,-23.5152485,-46.69653649999999,2019-04-22T21:59:28.000Z
8544,33198,false,2,CID. D'ABRIL 3ª GLEBA,PÇA. DO CORREIO,11391,true,-23.462499,-46.7210775,2019-04-22T21:53:36.000Z
8544,430,false,1,PÇA. DO CORREIO,CID. D'ABRIL 3ª GLEBA,11150,false,-23.501449,-46.70663075,2019-04-22T21:55:53.000Z
8544,430,false,1,PÇA. DO CORREIO,CID. D'ABRIL 3ª GLEBA,11330,true,-23.542929,-46.636521,2019-04-22T21:59:44.000Z
8544,430,false,1,PÇA. DO CORREIO,CID. D'ABRIL 3ª GLEBA,11386,true,-23.454947,-46.7392545,2019-04-22T21:59:49.000Z
9500,33229,false,2,TERM. CACHOEIRINHA,PÇA. DO CORREIO,11398,true,-23.4746515,-46.6700015,2019-04-22T22:00:01.000Z
9500,33229,false,2,TERM. CACHOEIRINHA,PÇA. DO CORREIO,11968,true,-23.539666875,-46.640035125000004,2019-04-22T21:59:34.000Z
9500,33229,false,2,TERM. CACHOEIRINHA,PÇA. DO CORREIO,11385,true,-23.52395575,-46.649943,2019-04-22T21:59:22.000Z
9500,33229,false,2,TERM. CACHOEIRINHA,PÇA. DO CORREIO,11500,true,-23.4742495,-46.669781,2019-04-22T21:59:22.000Z
9500,33229,false,2,TERM. CACHOEIRINHA,PÇA. DO CORREIO,11321,true,-23.477732000000003,-46.672771749999995,2019-04-22T21:59:22.000Z
9500,33229,false,2,TERM. CACHOEIRINHA,PÇA. DO CORREIO,11491,true,-23.540716500000002,-46.6364335,2019-04-22T21:59:49.000Z
9500,33229,false,2,TERM. CACHOEIRINHA,PÇA. DO CORREIO,11518,true,-23.483288,-46.673646,2019-04-22T21:59:50.000Z
9500,33229,false,2,TERM. CACHOEIRINHA,PÇA. DO CORREIO,11515,true,-23.520143,-46.667383875,2019-04-22T21:59:36.000Z
9500,33229,false,2,TERM. CACHOEIRINHA,PÇA. DO CORREIO,11517,true,-23.50468325,-46.67281975,2019-04-22T21:59:45.000Z
9500,33229,false,2,TERM. CACHOEIRINHA,PÇA. DO CORREIO,11519,true,-23.506068749999997,-46.668161500000004,2019-04-22T21:59:30.000Z
9500,461,false,1,PÇA. DO CORREIO,TERM. CACHOEIRINHA,11511,true,-23.5428785,-46.6361965,2019-04-22T21:59:43.000Z
9500,461,false,1,PÇA. DO CORREIO,TERM. CACHOEIRINHA,11513,true,-23.530625,-46.646780500000006,2019-04-22T21:59:52.000Z
9500,461,false,1,PÇA. DO CORREIO,TERM. CACHOEIRINHA,11512,true,-23.5218695,-46.664868750000004,2019-04-22T21:59:19.000Z
9500,461,false,1,PÇA. DO CORREIO,TERM. CACHOEIRINHA,11510,true,-23.474294,-46.6696055,2019-04-22T21:59:21.000Z
9500,461,false,1,PÇA. DO CORREIO,TERM. CACHOEIRINHA,11502,true,-23.498789000000002,-46.6751945,2019-04-22T21:59:28.000Z
9500,461,false,1,PÇA. DO CORREIO,TERM. CACHOEIRINHA,11389,true,-23.542552,-46.635916,2019-04-22T21:59:37.000Z
9500,461,false,1,PÇA. DO CORREIO,TERM. CACHOEIRINHA,11021,true,-23.4787825,-46.6721575,2019-04-22T21:59:50.000Z
8544,33198,false,2,CID. D'ABRIL 3ª GLEBA,PÇA. DO CORREIO,11207,false,-23.4342775,-46.751087,2019-04-22T22:03:42.000Z
8544,33198,false,2,CID. D'ABRIL 3ª GLEBA,PÇA. DO CORREIO,11392,true,-23.514772,-46.698961499999996,2019-04-22T22:03:59.000Z
8544,33198,false,2,CID. D'ABRIL 3ª GLEBA,PÇA. DO CORREIO,11391,true,-23.447533,-46.722062,2019-04-22T22:03:16.000Z
8544,430,false,1,PÇA. DO CORREIO,CID. D'ABRIL 3ª GLEBA,11150,false,-23.516280000000002,-46.68601775,2019-04-22T22:03:57.000Z
8544,430,false,1,PÇA. DO CORREIO,CID. D'ABRIL 3ª GLEBA,11330,true,-23.5427295,-46.6361455,2019-04-22T22:03:28.000Z
8544,430,false,1,PÇA. DO CORREIO,CID. D'ABRIL 3ª GLEBA,11386,true,-23.449209,-46.73481725,2019-04-22T22:03:33.000Z
9500,33229,false,2,TERM. CACHOEIRINHA,PÇA. DO CORREIO,11398,true,-23.4748585,-46.670092,2019-04-22T22:03:46.000Z
9500,33229,false,2,TERM. CACHOEIRINHA,PÇA. DO CORREIO,11968,true,-23.533041125,-46.644789875,2019-04-22T22:03:19.000Z
9500,33229,false,2,TERM. CACHOEIRINHA,PÇA. DO CORREIO,11385,true,-23.522728999999998,-46.6584375,2019-04-22T22:03:52.000Z
9500,33229,false,2,TERM. CACHOEIRINHA,PÇA. DO CORREIO,11500,true,-23.474438499999998,-46.669928999999996,2019-04-22T22:03:52.000Z
9500,33229,false,2,TERM. CACHOEIRINHA,PÇA. DO CORREIO,11321,true,-23.474438499999998,-46.669928999999996,2019-04-22T22:03:53.000Z
9500,33229,false,2,TERM. CACHOEIRINHA,PÇA. DO CORREIO,11491,true,-23.539872000000003,-46.639878625,2019-04-22T22:03:59.000Z
9500,33229,false,2,TERM. CACHOEIRINHA,PÇA. DO CORREIO,11518,true,-23.480902,-46.6731345,2019-04-22T22:03:35.000Z
9500,33229,false,2,TERM. CACHOEIRINHA,PÇA. DO CORREIO,11515,true,-23.507602,-46.6660275,2019-04-22T22:03:22.000Z
9500,33229,false,2,TERM. CACHOEIRINHA,PÇA. DO CORREIO,11517,true,-23.499312,-46.675140999999996,2019-04-22T22:03:30.000Z
9500,33229,false,2,TERM. CACHOEIRINHA,PÇA. DO CORREIO,11519,true,-23.50524975,-46.67300725,2019-04-22T22:03:17.000Z
9500,461,false,1,PÇA. DO CORREIO,TERM. CACHOEIRINHA,11511,true,-23.542720000000003,-46.636041,2019-04-22T22:03:29.000Z
9500,461,false,1,PÇA. DO CORREIO,TERM. CACHOEIRINHA,11513,true,-23.536961625000004,-46.642168,2019-04-22T22:03:23.000Z
9500,461,false,1,PÇA. DO CORREIO,TERM. CACHOEIRINHA,11512,true,-23.522620125,-46.6599845,2019-04-22T22:03:48.000Z
9500,461,false,1,PÇA. DO CORREIO,TERM. CACHOEIRINHA,11510,true,-23.474427,-46.669637,2019-04-22T22:03:53.000Z
9500,461,false,1,PÇA. DO CORREIO,TERM. CACHOEIRINHA,11502,true,-23.50524975,-46.67300725,2019-04-22T22:04:00.000Z
9500,461,false,1,PÇA. DO CORREIO,TERM. CACHOEIRINHA,11389,true,-23.5429035,-46.636326499999996,2019-04-22T22:03:21.000Z
9500,461,false,1,PÇA. DO CORREIO,TERM. CACHOEIRINHA,11021,true,-23.4838035,-46.673826,2019-04-22T22:03:35.000Z
8544,33198,false,2,CID. D'ABRIL 3ª GLEBA,PÇA. DO CORREIO,11207,false,-23.4342775,-46.751087,2019-04-22T22:07:27.000Z
8544,33198,false,2,CID. D'ABRIL 3ª GLEBA,PÇA. DO CORREIO,11392,true,-23.507365999999998,-46.705738499999995,2019-04-22T22:07:49.000Z
8544,33198,false,2,CID. D'ABRIL 3ª GLEBA,PÇA. DO CORREIO,11391,true,-23.450235499999998,-46.728611,2019-04-22T22:07:51.000Z
8544,430,false,1,PÇA. DO CORREIO,CID. D'ABRIL 3ª GLEBA,11390,true,-23.4365905,-46.7530045,2019-04-22T21:57:52.000Z
8544,430,false,1,PÇA. DO CORREIO,CID. D'ABRIL 3ª GLEBA,11150,false,-23.519424,-46.674672,2019-04-22T22:07:33.000Z
8544,430,false,1,PÇA. DO CORREIO,CID. D'ABRIL 3ª GLEBA,11330,true,-23.5427295,-46.6361455,2019-04-22T22:07:59.000Z
8544,430,false,1,PÇA. DO CORREIO,CID. D'ABRIL 3ª GLEBA,11386,true,-23.448057499999997,-46.727577125,2019-04-22T22:07:58.000Z
9500,33229,false,2,TERM. CACHOEIRINHA,PÇA. DO CORREIO,11511,true,-23.540716500000002,-46.6364335,2019-04-22T22:07:59.000Z
9500,33229,false,2,TERM. CACHOEIRINHA,PÇA. DO CORREIO,11398,true,-23.4749005,-46.670119,2019-04-22T22:07:32.000Z
9500,33229,false,2,TERM. CACHOEIRINHA,PÇA. DO CORREIO,11968,true,-23.522982250000002,-46.6518935,2019-04-22T22:07:52.000Z
9500,33229,false,2,TERM. CACHOEIRINHA,PÇA. DO CORREIO,11510,true,-23.4742495,-46.669781,2019-04-22T22:07:37.000Z
9500,33229,false,2,TERM. CACHOEIRINHA,PÇA. DO CORREIO,11385,true,-23.5210055,-46.667364,2019-04-22T22:07:59.000Z
9500,33229,false,2,TERM. CACHOEIRINHA,PÇA. DO CORREIO,11500,true,-23.474266999999998,-46.6694825,2019-04-22T22:07:38.000Z
9500,33229,false,2,TERM. CACHOEIRINHA,PÇA. DO CORREIO,11491,true,-23.533041125,-46.644789875,2019-04-22T22:07:25.000Z
9500,33229,false,2,TERM. CACHOEIRINHA,PÇA. DO CORREIO,11518,true,-23.4748125,-46.6700675,2019-04-22T22:07:57.000Z
9500,33229,false,2,TERM. CACHOEIRINHA,PÇA. DO CORREIO,11515,true,-23.506068749999997,-46.668161500000004,2019-04-22T22:07:07.000Z
9500,33229,false,2,TERM. CACHOEIRINHA,PÇA. DO CORREIO,11517,true,-23.492598,-46.6775385,2019-04-22T22:08:01.000Z
9500,33229,false,2,TERM. CACHOEIRINHA,PÇA. DO CORREIO,11519,true,-23.500037,-46.6746275,2019-04-22T22:07:47.000Z
9500,461,false,1,PÇA. DO CORREIO,TERM. CACHOEIRINHA,11513,true,-23.542998500000003,-46.6376505,2019-04-22T22:07:56.000Z
9500,461,false,1,PÇA. DO CORREIO,TERM. CACHOEIRINHA,11512,true,-23.5246375,-46.649729750000006,2019-04-22T22:07:55.000Z
9500,461,false,1,PÇA. DO CORREIO,TERM. CACHOEIRINHA,11321,true,-23.474427,-46.669637,2019-04-22T22:07:32.000Z
9500,461,false,1,PÇA. DO CORREIO,TERM. CACHOEIRINHA,11502,true,-23.506690499999998,-46.6692235,2019-04-22T22:07:45.000Z
9500,461,false,1,PÇA. DO CORREIO,TERM. CACHOEIRINHA,11389,true,-23.5429035,-46.636326499999996,2019-04-22T22:07:51.000Z
9500,461,false,1,PÇA. DO CORREIO,TERM. CACHOEIRINHA,11021,true,-23.488183,-46.6758725,2019-04-22T22:05:51.000Z
8544,33198,false,2,CID. D'ABRIL 3ª GLEBA,PÇA. DO CORREIO,11390,true,-23.434063,-46.751199,2019-04-22T22:11:26.000Z
8544,33198,false,2,CID. D'ABRIL 3ª GLEBA,PÇA. DO CORREIO,11207,false,-23.4344285,-46.750999,2019-04-22T22:11:57.000Z
8544,33198,false,2,CID. D'ABRIL 3ª GLEBA,PÇA. DO CORREIO,11330,true,-23.540716500000002,-46.6364335,2019-04-22T22:11:44.000Z
8544,33198,false,2,CID. D'ABRIL 3ª GLEBA,PÇA. DO CORREIO,11392,true,-23.498293500000003,-46.706731,2019-04-22T22:11:34.000Z
8544,33198,false,2,CID. D'ABRIL 3ª GLEBA,PÇA. DO CORREIO,11391,true,-23.448709,-46.7344865,2019-04-22T22:11:36.000Z
8544,430,false,1,PÇA. DO CORREIO,CID. D'ABRIL 3ª GLEBA,11150,false,-23.52212025,-46.6632365,2019-04-22T22:11:51.000Z
8544,430,false,1,PÇA. DO CORREIO,CID. D'ABRIL 3ª GLEBA,11386,true,-23.4516585,-46.719663499999996,2019-04-22T22:11:49.000Z
9500,33229,false,2,TERM. CACHOEIRINHA,PÇA. DO CORREIO,11511,true,-23.541002,-46.63898875,2019-04-22T22:11:44.000Z
9500,33229,false,2,TERM. CACHOEIRINHA,PÇA. DO CORREIO,11968,true,-23.5219538125,-46.663431812499994,2019-04-22T22:11:55.000Z
9500,33229,false,2,TERM. CACHOEIRINHA,PÇA. DO CORREIO,11510,true,-23.4742495,-46.669781,2019-04-22T22:11:22.000Z
9500,33229,false,2,TERM. CACHOEIRINHA,PÇA. DO CORREIO,11385,true,-23.509027000000003,-46.6654485,2019-04-22T22:11:51.000Z
9500,33229,false,2,TERM. CACHOEIRINHA,PÇA. DO CORREIO,11500,true,-23.4742495,-46.669781,2019-04-22T22:11:23.000Z
9500,33229,false,2,TERM. CACHOEIRINHA,PÇA. DO CORREIO,11491,true,-23.52395575,-46.649943,2019-04-22T22:11:55.000Z
9500,33229,false,2,TERM. CACHOEIRINHA,PÇA. DO CORREIO,11518,true,-23.4742495,-46.669781,2019-04-22T22:11:51.000Z
9500,33229,false,2,TERM. CACHOEIRINHA,PÇA. DO CORREIO,11515,true,-23.50497125,-46.67291575,2019-04-22T22:10:52.000Z
9500,33229,false,2,TERM. CACHOEIRINHA,PÇA. DO CORREIO,11389,true,-23.541742999999997,-46.635877,2019-04-22T22:11:37.000Z
9500,33229,false,2,TERM. CACHOEIRINHA,PÇA. DO CORREIO,11517,true,-23.484336,-46.6741485,2019-04-22T22:11:46.000Z
9500,33229,false,2,TERM. CACHOEIRINHA,PÇA. DO CORREIO,11519,true,-23.494960499999998,-46.6775085,2019-04-22T22:11:31.000Z
9500,461,false,1,PÇA. DO CORREIO,TERM. CACHOEIRINHA,11513,true,-23.542720000000003,-46.636041,2019-04-22T22:11:38.000Z
9500,461,false,1,PÇA. DO CORREIO,TERM. CACHOEIRINHA,11398,true,-23.47528525,-46.668867375000005,2019-04-22T22:11:57.000Z
9500,461,false,1,PÇA. DO CORREIO,TERM. CACHOEIRINHA,11512,true,-23.536961625000004,-46.642168,2019-04-22T22:11:37.000Z
9500,461,false,1,PÇA. DO CORREIO,TERM. CACHOEIRINHA,11321,true,-23.474427,-46.669637,2019-04-22T22:11:41.000Z
9500,461,false,1,PÇA. DO CORREIO,TERM. CACHOEIRINHA,11502,true,-23.5148335,-46.666761,2019-04-22T22:11:30.000Z
9500,461,false,1,PÇA. DO CORREIO,TERM. CACHOEIRINHA,11021,true,-23.499519999999997,-46.675087000000005,2019-04-22T22:11:08.000Z
8544,33198,false,2,CID. D'ABRIL 3ª GLEBA,PÇA. DO CORREIO,11390,true,-23.434122,-46.751179,2019-04-22T22:15:57.000Z
8544,33198,false,2,CID. D'ABRIL 3ª GLEBA,PÇA. DO CORREIO,11207,false,-23.4344285,-46.750999,2019-04-22T22:15:42.000Z
8544,33198,false,2,CID. D'ABRIL 3ª GLEBA,PÇA. DO CORREIO,11330,true,-23.539666875,-46.640035125000004,2019-04-22T22:15:50.000Z
8544,33198,false,2,CID. D'ABRIL 3ª GLEBA,PÇA. DO CORREIO,11392,true,-23.4883175,-46.713229999999996,2019-04-22T22:15:56.000Z
8544,33198,false,2,CID. D'ABRIL 3ª GLEBA,PÇA. DO CORREIO,11391,true,-23.45468325,-46.74114925,2019-04-22T22:15:36.000Z
8544,430,false,1,PÇA. DO CORREIO,CID. D'ABRIL 3ª GLEBA,11150,false,-23.5246375,-46.649729750000006,2019-04-22T22:15:53.000Z
8544,430,false,1,PÇA. DO CORREIO,CID. D'ABRIL 3ª GLEBA,11386,true,-23.457521,-46.719255000000004,2019-04-22T22:14:05.000Z
9500,33229,false,2,TERM. CACHOEIRINHA,PÇA. DO CORREIO,11511,true,-23.532683875,-46.645061125,2019-04-22T22:15:55.000Z
9500,33229,false,2,TERM. CACHOEIRINHA,PÇA. DO CORREIO,11968,true,-23.51726,-46.66699750000001,2019-04-22T22:15:20.000Z
9500,33229,false,2,TERM. CACHOEIRINHA,PÇA. DO CORREIO,11510,true,-23.4741955,-46.6696295,2019-04-22T22:15:53.000Z
9500,33229,false,2,TERM. CACHOEIRINHA,PÇA. DO CORREIO,11385,true,-23.5060085,-46.6685925,2019-04-22T22:15:53.000Z
9500,33229,false,2,TERM. CACHOEIRINHA,PÇA. DO CORREIO,11500,true,-23.4746515,-46.6700015,2019-04-22T22:15:54.000Z
9500,33229,false,2,TERM. CACHOEIRINHA,PÇA. DO CORREIO,11491,true,-23.5220056875,-46.663089687500005,2019-04-22T22:15:50.000Z
9500,33229,false,2,TERM. CACHOEIRINHA,PÇA. DO CORREIO,11518,true,-23.4742495,-46.669781,2019-04-22T22:15:51.000Z
9500,33229,false,2,TERM. CACHOEIRINHA,PÇA. DO CORREIO,11515,true,-23.500037,-46.6746275,2019-04-22T22:15:23.000Z
9500,33229,false,2,TERM. CACHOEIRINHA,PÇA. DO CORREIO,11389,true,-23.540679500000003,-46.638181124999996,2019-04-22T22:15:22.000Z
9500,33229,false,2,TERM. CACHOEIRINHA,PÇA. DO CORREIO,11517,true,-23.479031499999998,-46.673179000000005,2019-04-22T22:15:38.000Z
9500,33229,false,2,TERM. CACHOEIRINHA,PÇA. DO CORREIO,11519,true,-23.49025675,-46.67553175,2019-04-22T22:14:32.000Z
9500,461,false,1,PÇA. DO CORREIO,TERM. CACHOEIRINHA,11513,true,-23.542265,-46.6357135,2019-04-22T22:15:25.000Z
9500,461,false,1,PÇA. DO CORREIO,TERM. CACHOEIRINHA,11398,true,-23.4805615,-46.673156,2019-04-22T22:15:47.000Z
9500,461,false,1,PÇA. DO CORREIO,TERM. CACHOEIRINHA,11512,true,-23.542998750000002,-46.6372175,2019-04-22T22:15:49.000Z
9500,461,false,1,PÇA. DO CORREIO,TERM. CACHOEIRINHA,11502,true,-23.52239625,-46.66143925,2019-04-22T22:16:00.000Z
9500,461,false,1,PÇA. DO CORREIO,TERM. CACHOEIRINHA,11021,true,-23.5059845,-46.673250499999995,2019-04-22T22:15:39.000Z
8544,33198,false,2,CID. D'ABRIL 3ª GLEBA,PÇA. DO CORREIO,11390,true,-23.434063,-46.751199,2019-04-22T22:19:42.000Z
8544,33198,false,2,CID. D'ABRIL 3ª GLEBA,PÇA. DO CORREIO,11330,true,-23.533041125,-46.644789875,2019-04-22T22:20:01.000Z
8544,33198,false,2,CID. D'ABRIL 3ª GLEBA,PÇA. DO CORREIO,11392,true,-23.4823595,-46.717353,2019-04-22T22:19:50.000Z
8544,33198,false,2,CID. D'ABRIL 3ª GLEBA,PÇA. DO CORREIO,11391,true,-23.4526915,-46.749840500000005,2019-04-22T22:19:52.000Z
8544,430,false,1,PÇA. DO CORREIO,CID. D'ABRIL 3ª GLEBA,11150,false,-23.5356933125,-46.643038437499996,2019-04-22T22:19:46.000Z
8544,430,false,1,PÇA. DO CORREIO,CID. D'ABRIL 3ª GLEBA,11207,false,-23.4385775,-46.74957,2019-04-22T22:19:52.000Z
8544,430,false,1,PÇA. DO CORREIO,CID. D'ABRIL 3ª GLEBA,11386,true,-23.457521,-46.719255000000004,2019-04-22T22:14:05.000Z
9500,33229,false,2,TERM. CACHOEIRINHA,PÇA. DO CORREIO,11511,true,-23.52299075,-46.652158500000006,2019-04-22T22:19:56.000Z
9500,33229,false,2,TERM. CACHOEIRINHA,PÇA. DO CORREIO,11513,true,-23.540679500000003,-46.638181124999996,2019-04-22T22:19:54.000Z
9500,33229,false,2,TERM. CACHOEIRINHA,PÇA. DO CORREIO,11968,true,-23.50617325,-46.667454125,2019-04-22T22:19:51.000Z
9500,33229,false,2,TERM. CACHOEIRINHA,PÇA. DO CORREIO,11385,true,-23.503729,-46.67227,2019-04-22T22:19:38.000Z
9500,33229,false,2,TERM. CACHOEIRINHA,PÇA. DO CORREIO,11491,true,-23.516952,-46.6669545,2019-04-22T22:19:26.000Z
